REG,RATING,DATE,ORDER
6631350,52,22/09/2015,3
6631350,63,02/09/2014,4
6631350,59,24/08/2014,5
6631350,45,24/09/2012,6
6631350,16,22/09/2012,7
6631350,45,03/10/2011,8
6631350,4,18/09/2011,9
6631350,39,05/10/2010,10
6631350,-18,02/10/2010,11
6631350,4,18/09/2010,12
6631350,39,30/12/2009,13
6631350,29,25/12/2009,14
6631350,45,14/10/2009,15
6631350,27,02/08/2009,16
6631350,28,31/07/2009,17
6631350,26,20/02/2009,18
6631350,40,13/09/2008,19
6746666,53,05/09/2017,1
6746666,68,04/09/2017,2
6746666,-18,01/09/2017,3
6746666,68,27/08/2016,4
6746666,53,02/09/2015,5
6746666,-18,01/09/2015,6
6746666,56,02/09/2014,7
6746666,60,24/08/2014,8
6746666,45,18/08/2014,9
6746666,32,24/08/2013,10
6746666,38,22/08/2013,11
6746666,11,17/08/2013,12
6746666,38,11/05/2011,13
6746666,40,26/10/2010,14
6746666,49,02/06/2010,15
6746666,29,28/05/2010,16
6746666,45,27/11/2009,17
6746666,46,25/11/2009,18
6746666,42,20/02/2009,19
6746666,59,13/11/2008,20
6799923,66,12/10/2017,1
6799923,96,21/11/2016,2
6799923,-18,01/11/2016,3
6799923,96,20/10/2015,4
6799923,96,02/09/2014,5
6799923,87,24/08/2014,6
6799923,59,04/08/2014,7
6799923,40,11/09/2013,8
6799923,52,16/10/2012,9
6799923,48,08/02/2012,10
6799923,49,10/10/2011,11
6799923,44,26/08/2010,12
6799923,15,25/08/2010,13
6799923,46,11/02/2010,14
6799923,42,20/02/2009,15
6799923,59,27/01/2009,16
6837697,60,29/11/2017,1
6837697,79,20/12/2016,2
6837697,80,17/06/2015,3
6837697,75,19/12/2014,4
6837697,71,02/09/2014,5
6837697,66,24/08/2014,6
6837697,31,30/12/2013,7
6837697,12,23/12/2013,8
6837697,4,21/12/2013,9
6837697,12,10/11/2012,10
6837697,52,27/12/2011,11
6837697,-34,13/10/2010,12
6837697,-3,07/10/2010,13
6837697,28,14/04/2010,14
6837697,29,12/04/2010,15
6837697,27,09/03/2009,16
6892362,55,21/01/2018,1
6892362,96,20/12/2016,2
6892362,80,30/01/2016,3
6892362,76,02/09/2014,4
6892362,70,24/08/2014,5
6892362,59,30/05/2014,6
6892362,58,21/08/2013,7
6892362,50,20/08/2013,8
6892362,51,05/12/2012,9
6892362,39,20/01/2012,10
6892362,54,02/02/2011,11
6892362,5,31/01/2011,12
6892362,29,25/10/2010,13
6892362,45,18/05/2010,14
6892362,46,17/05/2010,15
6892362,32,26/04/2010,16
6892362,46,19/05/2009,17
6892362,-9,07/05/2009,18
6892362,41,04/05/2009,19
6943607,50,01/05/2018,1
6943607,56,12/01/2018,2
6943607,50,11/01/2018,3
6943607,56,03/10/2017,4
6943607,55,02/10/2017,5
6943607,-18,01/10/2017,6
6943607,55,07/07/2017,7
6943607,60,24/11/2016,8
6943607,55,30/09/2016,9
6943607,60,18/03/2016,10
6943607,65,06/10/2015,11
6943607,58,02/10/2015,12
6943607,-18,01/10/2015,13
6943607,58,23/07/2015,14
6943607,45,05/10/2014,15
6943607,25,02/09/2014,16
6943607,19,24/08/2014,17
6943607,70,30/12/2013,18
6943607,69,31/08/2013,19
6943607,70,08/10/2012,20
6943607,14,04/10/2012,21
6943607,4,22/09/2012,22
6943607,14,28/07/2012,23
6943607,57,29/06/2012,24
6943607,56,23/12/2011,25
6943607,91,21/12/2011,26
6943607,-18,01/10/2011,27
6943607,34,18/09/2011,28
6943607,88,03/05/2011,29
6943607,56,22/03/2011,30
6943607,88,13/10/2010,31
6943607,66,07/10/2010,32
6943607,47,26/07/2010,33
6943607,48,27/10/2009,34
6943607,38,26/06/2009,35
6979824,82,05/04/2018,1
6979824,73,04/04/2018,2
6979824,73,22/06/2017,3
6979824,80,21/06/2017,4
6979824,-18,01/06/2017,5
6979824,80,02/06/2016,6
6979824,73,03/06/2015,7
6979824,96,02/09/2014,8
6979824,87,24/08/2014,9
6979824,45,03/06/2014,10
6979824,51,30/05/2014,11
6979824,24,17/05/2014,12
6979824,51,11/09/2013,13
6979824,52,30/05/2013,14
6979824,25,18/05/2013,15
6979824,52,04/05/2013,16
6979824,51,09/08/2012,17
6979824,52,01/06/2012,18
6979824,43,30/05/2012,19
6979824,15,19/05/2012,20
6979824,43,29/04/2011,21
6979824,40,28/09/2010,22
6979824,39,24/09/2010,23
6979824,41,19/08/2009,24
6979824,-9,06/08/2009,25
7018516,75,06/01/2018,1
7018516,52,03/01/2018,2
7018516,-18,01/01/2018,3
7018516,52,31/08/2016,4
7018516,-34,16/10/2015,5
7018516,94,02/09/2014,6
7018516,79,24/08/2014,7
7018516,45,04/07/2014,8
7018516,45,02/07/2014,9
7018516,16,21/06/2014,10
7018516,45,13/06/2013,11
7018516,52,01/06/2013,12
7018516,51,25/02/2012,13
7018516,42,15/04/2011,14
7018516,-35,09/04/2011,15
7018516,12,06/04/2011,16
7018516,28,30/09/2010,17
7018516,29,16/09/2009,18
7051362,54,22/01/2018,1
7051362,-18,26/12/2017,2
7051362,72,10/11/2016,3
7051362,73,09/11/2016,4
7051362,-18,01/10/2016,5
7051362,73,18/10/2015,6
7051362,72,16/10/2015,7
7051362,-18,01/10/2015,8
7051362,72,10/10/2014,9
7051362,95,02/09/2014,10
7051362,80,24/08/2014,11
7051362,62,14/10/2013,12
7051362,58,09/10/2013,13
7051362,-18,05/10/2013,14
7051362,30,28/09/2013,15
7051362,58,03/10/2012,16
7051362,30,01/10/2012,17
7051362,8,22/09/2012,18
7051362,30,29/11/2011,19
7051362,12,20/07/2011,20
7051362,6,19/07/2011,21
7051362,13,09/05/2011,22
7051362,31,10/09/2010,23
7051362,41,23/10/2009,24
7109730,71,27/09/2017,1
7109730,90,29/09/2016,2
7109730,72,16/06/2015,3
7109730,28,07/11/2014,4
7109730,76,02/09/2014,5
7109730,70,24/08/2014,6
7109730,78,28/11/2013,7
7109730,69,21/11/2013,8
7109730,58,20/11/2013,9
7109730,31,16/11/2013,10
7109730,58,20/08/2013,11
7109730,55,13/08/2013,12
7109730,44,08/12/2012,13
7109730,-34,10/08/2011,14
7109730,-3,09/08/2011,15
7109730,15,21/07/2011,16
7109730,44,18/01/2011,17
7109730,46,18/08/2010,18
7109730,26,26/04/2010,19
7109730,39,21/01/2010,20
7109730,-9,23/12/2009,21
7267781,12,02/06/2017,1
7267781,-18,01/06/2017,2
7267781,12,20/04/2017,3
7267781,50,28/04/2016,4
7267781,-34,01/03/2012,5
7267781,2,29/02/2012,6
7267781,44,24/08/2010,7
7267781,46,31/05/2010,8
7378421,69,01/03/2018,1
7378421,64,13/02/2018,2
7378421,61,04/11/2017,3
7378421,69,01/11/2017,4
7378421,72,04/07/2017,5
7378421,-18,01/07/2017,6
7378421,72,20/06/2017,7
7378421,69,27/08/2016,8
7378421,72,04/07/2016,9
7378421,-18,01/07/2016,10
7378421,72,05/01/2016,11
7378421,69,24/12/2015,12
7378421,72,17/09/2015,13
7378421,69,05/07/2015,14
7378421,61,01/05/2015,15
7378421,64,22/10/2014,16
7378421,61,02/09/2014,17
7378421,56,01/09/2014,18
7378421,58,24/08/2014,19
7378421,51,05/07/2014,20
7378421,45,02/07/2014,21
7378421,16,21/06/2014,22
7378421,45,03/07/2013,23
7378421,43,02/07/2013,24
7378421,15,22/06/2013,25
7378421,43,05/11/2012,26
7378421,42,21/09/2012,27
7378421,-19,20/09/2012,28
7378421,-17,19/07/2012,29
7378421,43,09/12/2011,30
7378421,44,21/09/2010,31
7378421,-9,20/09/2010,32
7623022,60,04/03/2018,1
7623022,76,02/03/2018,2
7623022,-18,01/03/2018,3
7623022,76,01/03/2017,4
7623022,79,01/03/2016,5
7623022,80,02/09/2014,6
7623022,75,24/08/2014,7
7623022,45,07/02/2014,8
7623022,43,02/02/2013,9
7623022,11,30/01/2013,10
7623022,39,09/05/2011,11
7626139,-23,29/10/2013,1
7626139,-25,04/10/2013,2
7626139,12,28/09/2013,3
7626139,39,20/03/2013,4
7626139,-17,19/03/2013,5
7626139,4,05/03/2013,6
7626139,14,17/12/2012,7
7626139,31,25/09/2012,8
7626139,47,31/07/2012,9
7626139,38,11/05/2011,10
7686834,75,17/02/2017,1
7686834,95,16/03/2016,2
7686834,95,02/09/2014,3
7686834,80,24/08/2014,4
7686834,59,17/03/2014,5
7686834,49,15/10/2012,6
7686834,40,14/07/2012,7
7686834,39,02/07/2011,8
7749348,38,03/04/2018,1
7749348,30,28/03/2018,2
7749348,23,01/07/2017,3
7749348,20,14/02/2017,4
7749348,29,09/03/2016,5
7749348,26,17/02/2016,6
7749348,21,09/12/2014,7
7749348,18,02/09/2014,8
7749348,15,01/09/2014,9
7749348,18,24/08/2014,10
7749348,47,22/03/2014,11
7749348,38,25/02/2013,12
7749348,31,22/02/2013,13
7749348,46,07/09/2012,14
7749348,45,21/08/2012,15
7749348,46,25/08/2011,16
7760590,-23,01/03/2018,1
7760590,-26,22/02/2018,2
7760590,-25,30/01/2018,3
7760590,66,10/10/2017,4
7760590,44,03/10/2017,5
7760590,-18,01/10/2017,6
7760590,44,05/07/2016,7
7760590,49,04/07/2016,8
7760590,-18,01/07/2016,9
7760590,49,05/07/2015,10
7760590,44,02/09/2014,11
7760590,43,03/07/2014,12
7760590,47,02/07/2014,13
7760590,19,21/06/2014,14
7760590,47,28/10/2013,15
7760590,36,10/07/2013,16
7760590,-17,08/07/2013,17
7760590,47,20/10/2012,18
7760590,45,19/10/2012,19
7760590,50,09/10/2012,20
7760590,55,14/09/2012,21
7760590,57,06/09/2011,22
7768849,48,20/09/2017,1
7768849,56,19/10/2016,2
7768849,40,17/10/2016,3
7768849,-18,01/10/2016,4
7768849,40,06/10/2015,5
7768849,80,02/10/2015,6
7768849,-18,01/10/2015,7
7768849,80,17/10/2014,8
7768849,67,05/10/2014,9
7768849,-34,12/06/2013,10
7768849,-3,10/06/2013,11
7768849,65,23/01/2013,12
7768849,66,02/10/2012,13
7768849,36,13/09/2012,14
7768849,35,08/08/2012,15
7768849,36,22/10/2011,16
7768849,51,13/09/2011,17
7942825,52,23/09/2017,1
7942825,96,15/01/2017,2
7942825,96,13/01/2017,3
7942825,-18,01/01/2017,4
7942825,96,10/01/2016,5
7942825,79,08/01/2016,6
7942825,-18,01/01/2016,7
7942825,68,20/01/2015,8
7942825,-18,07/01/2015,9
7942825,68,02/09/2014,10
7942825,61,24/08/2014,11
7942825,54,13/11/2013,12
7942825,4,12/11/2013,13
7942825,27,22/07/2013,14
7942825,45,19/03/2013,15
7942825,44,15/03/2013,16
7942825,43,22/11/2012,17
7942825,44,09/07/2012,18
7942825,39,14/02/2012,19
8116460,71,21/11/2017,1
8116460,69,21/12/2016,2
8116460,71,11/07/2015,3
8116460,75,13/02/2015,4
8116460,91,10/02/2015,5
8116460,95,02/09/2014,6
8116460,80,24/08/2014,7
8116460,53,14/03/2014,8
8116460,17,13/03/2014,9
8116460,45,09/07/2013,10
8116460,46,08/07/2013,11
8116460,31,26/06/2012,12
8128453,95,26/04/2018,1
8128453,95,17/04/2017,2
8128453,95,15/02/2016,3
8128453,73,21/04/2015,4
8128453,69,20/04/2015,5
8128453,73,02/09/2014,6
8128453,68,24/08/2014,7
8128453,35,25/03/2014,8
8128453,15,24/03/2014,9
8128453,45,16/07/2013,10
8128453,46,15/07/2013,11
8128453,44,12/07/2012,12
8128453,31,05/07/2012,13
8256580,73,28/07/2017,1
8256580,63,01/08/2016,2
8256580,-18,01/08/2016,3
8256580,63,31/07/2016,4
8256580,80,05/08/2015,5
8256580,63,04/08/2015,6
8256580,-18,02/08/2015,7
8256580,-18,01/08/2015,8
8256580,68,02/09/2014,9
8256580,73,24/08/2014,10
8256580,55,16/07/2014,11
8256580,14,15/07/2014,12
8256580,45,12/11/2013,13
8256580,46,11/11/2013,14
8256580,29,19/10/2012,15
8263181,53,04/08/2017,1
8263181,-18,01/08/2017,2
8263181,61,26/12/2016,3
8263181,-19,22/12/2016,4
8263181,61,27/01/2016,5
8263181,63,17/07/2015,6
8263181,73,13/03/2015,7
8263181,77,02/09/2014,8
8263181,72,24/08/2014,9
8263181,45,16/07/2014,10
8263181,14,15/07/2014,11
8263181,27,28/04/2014,12
8263181,37,25/10/2013,13
8263181,38,23/10/2013,14
8263181,36,23/11/2012,15
8263181,43,24/10/2012,16
8371233,37,05/07/2017,1
8371233,56,04/07/2017,2
8371233,56,28/09/2016,3
8371233,58,16/08/2015,4
8371233,53,19/02/2015,5
8371233,58,07/11/2014,6
8371233,40,05/11/2014,7
8371233,-18,28/10/2014,8
8371233,40,24/08/2014,9
8371233,49,28/01/2014,10
8371233,50,04/12/2013,11
8371233,46,07/08/2013,12
8371233,38,01/07/2013,13
8371233,36,25/01/2013,14
8435751,55,25/10/2017,1
8435751,80,07/10/2016,2
8435751,77,18/12/2015,3
8435751,73,16/12/2015,4
8435751,77,04/12/2014,5
8435751,47,27/11/2014,6
8435751,49,24/08/2014,7
8435751,40,18/03/2014,8
8435751,41,17/03/2014,9
8435751,33,05/06/2013,10
8435751,31,12/03/2013,11
8451055,96,27/12/2017,1
8451055,96,29/12/2015,2
8451055,95,24/12/2015,3
8451055,96,23/12/2014,4
8451055,47,22/12/2014,5
8451055,49,24/08/2014,6
8451055,45,27/06/2014,7
8451055,46,14/05/2013,8
8451055,44,21/03/2013,9
8602073,75,21/03/2018,1
8602073,95,10/10/2016,2
8602073,95,24/03/2016,3
8602073,91,23/03/2016,4
8602073,95,02/11/2014,5
8602073,49,24/08/2014,6
8602073,40,14/07/2014,7
8602073,41,11/07/2013,8
8859869,73,21/04/2018,1
8859869,67,17/10/2017,2
8859869,72,26/07/2016,3
8859869,91,16/06/2015,4
8859869,49,24/08/2014,5
8859869,50,05/02/2014,6
8859869,46,28/01/2014,7
8861944,90,21/02/2018,1
8861944,90,20/02/2018,2
8861944,-18,01/02/2018,3
8861944,90,04/02/2017,4
8861944,79,02/02/2017,5
8861944,-18,01/02/2017,6
8861944,79,27/10/2015,7
8861944,40,26/10/2015,8
8861944,44,16/02/2015,9
8861944,45,24/08/2014,10
8861944,50,29/01/2014,11
8863855,59,01/12/2017,1
8863855,76,29/11/2017,2
8863855,-18,01/11/2017,3
8863855,76,02/11/2016,4
8863855,73,01/11/2016,5
8863855,73,08/10/2015,6
8863855,43,06/10/2015,7
8863855,46,04/08/2015,8
8863855,47,24/08/2014,9
8863855,41,30/01/2014,10
8907205,82,20/05/2017,1
8907205,96,20/04/2016,2
8907205,95,08/04/2015,3
8907205,47,06/04/2015,4
8907205,49,24/08/2014,5
8907205,38,25/02/2014,6
8931914,59,14/05/2018,1
8931914,-34,23/10/2015,2
8931914,-3,21/10/2015,3
8931914,48,29/04/2015,4
8931914,49,24/08/2014,5
8931914,33,13/03/2014,6
8941354,45,05/05/2018,1
8941354,29,30/12/2016,2
8941354,24,21/03/2016,3
8941354,-18,18/03/2016,4
8941354,47,23/12/2015,5
8941354,-18,18/12/2015,6
8941354,49,24/08/2014,7
8941354,46,18/08/2014,8
8941354,42,28/03/2014,9
8941354,46,19/03/2014,10
8974336,36,22/01/2018,1
8974336,66,30/12/2016,2
8974336,79,29/12/2015,3
8974336,47,25/12/2015,4
8974336,49,24/08/2014,5
8974336,33,04/04/2014,6
9015470,87,23/01/2018,1
9015470,56,01/02/2017,2
9015470,52,03/02/2016,3
9015470,35,02/02/2016,4
9015470,-18,30/01/2016,5
9015470,41,15/07/2015,6
9015470,47,24/08/2014,7
9015470,38,01/05/2014,8
9026703,96,31/12/2017,1
9026703,96,24/12/2016,2
9026703,95,05/01/2016,3
9026703,44,31/12/2015,4
9026703,49,24/08/2014,5
9026703,54,09/05/2014,6
9127390,-34,15/07/2016,1
9127390,33,12/07/2016,2
9127390,-18,18/06/2016,3
9127390,33,17/06/2016,4
9127390,42,23/03/2016,5
9127390,45,07/09/2015,6
9127390,37,09/08/2015,7
9127390,45,18/10/2014,8
9127390,46,24/08/2014,9
9127390,48,15/07/2014,10
9145403,-34,26/04/2016,1
9145403,-3,25/04/2016,2
9145403,48,08/09/2015,3
9145403,49,24/08/2014,4
9145403,50,28/07/2014,5
9170072,80,23/05/2017,1
9170072,76,01/06/2016,2
9170072,-18,12/05/2016,3
9170072,49,24/08/2014,4
9170072,33,13/08/2014,5
9217124,55,30/11/2017,1
9217124,71,11/07/2017,2
9217124,67,10/07/2017,3
9217124,-18,01/07/2017,4
9217124,67,13/03/2017,5
9217124,43,14/09/2016,6
9217124,67,28/05/2016,7
9217124,23,16/05/2016,8
9217124,37,09/10/2015,9
9217124,45,17/01/2015,10
9217124,49,17/09/2014,11
9217124,-9,17/09/2014,12
9229521,53,23/11/2017,1
9229521,-19,19/10/2017,2
9229521,53,08/08/2017,3
9229521,55,04/01/2017,4
9229521,-18,01/01/2017,5
9229521,46,29/12/2015,6
9229521,48,16/10/2015,7
9229521,49,24/09/2014,8
9229521,-9,24/09/2014,9
9246671,-34,08/06/2016,1
9246671,-3,07/06/2016,2
9246671,46,05/05/2016,3
9246671,47,20/10/2015,4
9246671,49,06/10/2014,5
9459145,71,04/04/2018,1
9459145,-18,01/04/2018,2
9459145,67,29/11/2016,3
9459145,46,25/11/2016,4
9459145,47,31/03/2016,5
9459145,49,02/03/2015,6
9588247,33,28/02/2018,1
9588247,35,18/01/2017,2
9588247,43,17/01/2017,3
9588247,48,15/05/2015,4
9588247,-9,15/05/2015,5
9825748,73,10/04/2017,1
9825748,47,10/04/2017,2
9825748,49,19/10/2015,3
9868076,21,23/05/2018,1
9868076,13,26/07/2017,2
9868076,12,26/07/2017,3
9868076,39,31/12/2015,4
9868076,47,13/11/2015,5
9868076,-9,13/11/2015,6
9911458,60,05/09/2017,1
9911458,45,01/09/2017,2
9911458,47,30/12/2016,3
9911458,49,14/12/2015,4
9929815,95,23/03/2018,1
9929815,91,12/04/2017,2
9929815,46,12/04/2017,3
9929815,49,24/06/2016,4
9929815,47,29/01/2016,5
9929815,48,21/01/2016,6
9929815,-9,01/01/2016,7
9929815,49,30/12/2015,8
9957758,57,17/03/2017,1
9957758,46,16/03/2017,2
9957758,48,21/01/2016,3
10047420,-19,10/05/2018,1
10047420,39,07/12/2017,2
10047420,47,06/12/2017,3
10047420,49,20/06/2016,4
10047420,-9,17/06/2016,5
10047420,49,10/03/2016,6
10047420,-9,09/03/2016,7
10062272,44,22/07/2017,1
10062272,47,21/07/2017,2
10062272,49,13/04/2016,3
10062272,48,07/04/2016,4
10062272,47,01/04/2016,5
10062272,-9,17/03/2016,6
10067163,-21,22/12/2017,1
10067163,-11,13/12/2017,2
10067163,-24,27/10/2017,3
10067163,42,03/10/2017,4
10067163,45,13/07/2017,5
10067163,47,11/04/2017,6
10067163,49,23/03/2016,7
10067163,-9,18/03/2016,8
10067724,76,20/12/2017,1
10067724,47,19/12/2017,2
10067724,-18,18/12/2017,3
10067724,49,21/03/2016,4
10067724,-9,21/03/2016,5
10183196,42,24/01/2018,1
10183196,45,24/01/2018,2
10183196,47,03/06/2017,3
10183196,49,20/05/2016,4
10204905,41,27/04/2018,1
10204905,47,27/04/2018,2
10204905,-18,01/03/2018,3
10204905,41,15/06/2017,4
10204905,47,01/06/2016,5
10204905,-9,01/06/2016,6
10207273,58,03/03/2018,1
10207273,40,01/03/2018,2
10207273,47,02/06/2016,3
10244804,23,23/03/2018,1
10244804,38,06/03/2018,2
10244804,43,14/07/2017,3
10244804,47,27/06/2016,4
10244804,-9,24/06/2016,5
10344288,-34,28/05/2018,1
10344288,-3,28/05/2018,2
10344288,-18,25/05/2018,3
10344288,46,20/09/2017,4
10344288,49,27/09/2016,5
10344288,-9,26/08/2016,6
IC000573,-9,30/08/2007,1
LP015955,-18,12/12/2015,1
LP015955,49,24/08/2014,2
LP015955,5,13/03/2014,3
NI067951,96,02/09/2014,1
NI067951,87,24/08/2014,2
NI067951,59,14/02/2014,3
NI067951,60,03/06/2013,4
NI067951,41,06/04/2013,5
NI067951,60,06/03/2013,6
NI067951,59,29/10/2010,7
NI067951,-34,17/04/2009,8
NI067951,30,20/02/2009,9
NI067951,46,12/09/2008,10
NI067951,66,06/08/2008,11
NI067951,-4,13/02/2008,12
NI067951,-9,11/02/2008,13
NI616398,-34,24/09/2014,1
NI616398,-3,23/09/2014,2
NI616398,44,24/08/2014,3
NI616398,62,23/01/2014,4
NI616398,59,23/01/2013,5
NI617025,-34,23/11/2014,1
NI617025,-3,21/11/2014,2
NI617025,47,24/08/2014,3
NI617025,53,22/04/2014,4
NI617025,54,18/04/2014,5
NI617025,52,28/02/2013,6
SC117540,44,25/11/2017,1
SC117540,47,06/01/2015,2
SC117540,44,02/09/2014,3
SC117540,47,24/08/2014,4
SC117540,11,15/01/2014,5
SC117540,47,10/01/2014,6
SC117540,-18,04/01/2014,7
SC117540,19,21/12/2013,8
SC117540,47,07/01/2013,9
SC117540,39,04/01/2013,10
SC117540,12,22/12/2012,11
SC117540,39,06/11/2012,12
SC117540,48,10/01/2012,13
SC117540,-18,01/01/2012,14
SC117540,19,18/12/2011,15
SC117540,48,17/01/2011,16
SC117540,-18,01/01/2011,17
SC117540,5,18/12/2010,18
SC117540,48,08/02/2010,19
SC117540,-18,03/02/2010,20
SC117540,5,02/01/2010,21
SC117540,48,20/02/2009,22
SC117540,0,12/12/2001,23
SC117540,0,09/09/2001,24
SC117540,0,18/07/2001,25
SC188134,-23,19/07/2017,1
SC188134,9,22/05/2017,2
SC188134,17,31/01/2017,3
SC188134,9,17/12/2016,4
SC188134,43,06/10/2016,5
SC188134,45,02/09/2016,6
SC188134,71,29/09/2015,7
SC188134,27,07/07/2015,8
SC188134,19,19/02/2015,9
SC188134,23,09/02/2015,10
SC188134,19,05/01/2015,11
SC188134,23,23/12/2014,12
SC188134,19,16/09/2014,13
SC188134,39,08/09/2014,14
SC188134,46,02/09/2014,15
SC188134,41,24/08/2014,16
SC188134,65,22/07/2014,17
SC188134,57,19/10/2013,18
SC188134,58,07/10/2013,19
SC188134,62,26/07/2013,20
SC188134,63,30/08/2012,21
SC188134,62,29/10/2010,22
SC188134,68,21/05/2010,23
SC188134,77,20/10/2009,24
SC188134,65,27/08/2009,25
SC188134,56,20/02/2009,26
SC188134,81,16/05/2007,27
SC188134,78,05/04/2005,28
SC188134,61,17/06/2004,29
SC188134,41,07/05/2004,30
SC188134,78,04/03/2002,31
SC188134,71,15/02/2002,32
SC188134,65,30/01/2002,33
SC188134,60,12/12/2001,34
SC188134,60,09/10/2001,35
SC188134,60,22/09/2001,36
SC188134,60,09/09/2001,37
SC188134,60,18/07/2001,38
SC244210,94,15/08/2017,1
SC244210,95,17/04/2016,2
SC244210,95,02/09/2014,3
SC244210,80,24/08/2014,4
SC244210,50,16/04/2014,5
SC244210,58,20/04/2013,6
SC244210,50,18/04/2013,7
SC244210,51,23/07/2012,8
SC244210,49,20/02/2012,9
SC244210,50,08/07/2010,10
SC244210,54,17/06/2009,11
SC244210,61,20/02/2009,12
SC244210,79,23/07/2007,13
SC244210,74,08/09/2006,14
SC244210,61,06/09/2006,15
SC244210,55,14/09/2005,16
SC244210,85,12/06/2004,17
SC244210,-4,23/02/2003,18
SC244210,-9,21/02/2003,19
SC279967,-5,20/05/2016,1
SC279967,-34,28/04/2014,2
SC279967,-6,18/06/2013,3
SC279967,-13,14/06/2013,4
SC279967,-34,07/06/2013,5
SC279967,-19,26/02/2013,6
SC279967,-34,25/03/2008,7
SC279967,-3,30/08/2006,8
SC279967,-4,18/02/2005,9
SC279967,-9,17/02/2005,10
SC297192,87,29/11/2017,1
SC297192,-18,29/11/2017,2
SC297192,87,19/06/2015,3
SC297192,96,02/09/2014,4
SC297192,87,24/08/2014,5
SC297192,90,19/06/2014,6
SC297192,82,12/03/2014,7
SC297192,81,10/07/2013,8
SC297192,56,15/09/2012,9
SC297192,39,25/11/2011,10
SC297192,71,24/11/2011,11
SC297192,14,19/11/2011,12
SC297192,71,08/10/2010,13
SC297192,56,20/11/2009,14
SC297192,14,18/11/2009,15
SC297192,71,22/05/2009,16
SC297192,75,02/03/2009,17
SC297192,55,26/11/2008,18
SC297192,0,23/10/2007,19
SC297192,-4,19/02/2006,20
SC297192,-9,17/02/2006,21
SC449219,33,10/09/2017,1
SC449219,87,02/03/2017,2
SC449219,-18,01/03/2017,3
SC449219,87,24/11/2015,4
SC449219,57,23/11/2015,5
SC449219,61,17/01/2015,6
SC449219,49,24/08/2014,7
SC449219,53,11/06/2014,8
SC449219,55,07/05/2013,9
SC497589,95,11/12/2017,1
SC497589,69,09/11/2016,2
SC497589,45,07/11/2016,3
SC497589,47,01/03/2016,4
SC497589,49,16/02/2015,5
